Code,Label
"
class Solution {
    public String addStrings(String num1, String num2) {
        int i=num1.length()-1;
        int j=num2.length()-1;
        int carry=0;
        StringBuilder ans=new StringBuilder();
        while(i>=0||j>=0||carry!=0){
            int val1=i>=0? num1.charAt(i)-'0':0;
            int val2=j>=0? num2.charAt(j)-'0':0;
            i--;
            j--;
            int sum=val1+val2+carry;
            carry=sum/10;
            ans.append(sum%10);
        }
        return ans.reverse().toString();
    }
}",0
"class Solution {
    public int islandPerimeter(int[][] grid) {
        int totalPerimeter = 0;
        for(int row =0;row<grid.length;row++){
            for(int element = 0; element<grid[0].length; element++){
                totalPerimeter+=contribution(row,element,grid);
            }
        }
        return totalPerimeter;
    }


    private static int contribution(int i,int j, int[][] grid){
        if(grid[i][j]==0) return 0;
        // for each direction, 
        // check if neighbour is water,
        // or if it is on border of the grid
        int   up   = ( i==0 || grid[i-1][j] == 0 )? 1 : 0;
        int  down  = (i==grid.length-1 || grid[i+1][j] == 0)? 1:0;
        int  left  = ( j==0 || grid[i][j-1] == 0)? 1:0;
        int right  = (j==grid[0].length-1 || grid[i][j+1] == 0)? 1:0;
        return up+down+left+right;
    }
}",0
"import java.util.StringTokenizer;
class Solution {
    public int countSegments(String s) {
        StringTokenizer st = new StringTokenizer(s);
        int word=0;
        while(st.hasMoreTokens()){
            word++;
            st.nextToken();
        }
        return word;
    }
}",0
"class Solution {
    public int arrangeCoins(int n) {
        int k=0;
        while(n>0){
            k++;
            n=n-k;
        }
        if(n==0){
            return k;
        }
        return k-1;
    }
}",0
"class Solution {
    public List<Integer> findDisappearedNumbers(int[] nums) {
        List<Integer> g = new ArrayList<>();
        int[] arr = new int[nums.length+1];
        for(int i=0;i<nums.length;i++){
            arr[nums[i]]=1;
        }
        for(int i=1;i<=nums.length;i++){
            if(arr[i]==0){
                g.add(i);
            }
        }
return g;
    }
}",0
"public class Solution {
    public int findContentChildren(int[] children, int[] cookies) {
        Arrays.sort(children);
        Arrays.sort(cookies);
        
        int child = 0;
int cookie = 0;
        while (child < children.length && cookie < cookies.length) {
            if (cookies[cookie] >= children[child]) {
                child ++;
            }
else{
              cookie++;
            }
        return child;
    }
}",0
"class Solution {
    public int findPoisonedDuration(int[] timeSeries, int duration) {
        if(timeSeries.length==0)
        return 0;
        int count=0;

        for(int i=1;i<timeSeries.length;i++)
        {
            if(timeSeries[i]-timeSeries[i-1]>=duration)
            {
                count = count + duration;
            }

            else
            {
                count = count+timeSeries[i]-timeSeries[i-1];
            }
        }
        count = count + duration;
        return count;
    }
}",0
"class Solution {
    public boolean repeatedSubstringPattern(String s) {
        String str = s+s;
        return str.substring(1, str.length()-1).contains(s);
    }
}",0
"class Solution {
    public int maximumProduct(int[] nums) {
        Arrays.sort(nums);
         //One of the Three Numbers is the maximum value in the array.

         int a = nums[nums.length - 1] * nums[nums.length - 2] * nums[nums.length - 3];
         int b = nums[0] * nums[1] * nums[nums.length - 1];
         return a > b ? a : b;
    }
}",0
"class Solution {
    public boolean checkPerfectNumber(int num) {
        if(num==1) return false;
        
        int i = 2;
        int sq =(int)Math.sqrt(num);
        int sum=1;
        while(i<=sq){
            if(num%i==0) {
                sum+=i;
                sum+=num/i;
            }
            i++;
        }
        if(sum==num) return true;
        
        return false;
    }
}",0
"class Solution {
    public int[] constructRectangle(int area) 
    {
        int width = (int )Math.sqrt(area);

        while(area % width != 0)
        {
            width--;
        }

        int height = area/width;

    
        return (new int[] {height , width });
    }
}",0
"import java.util.Arrays;
import java.util.HashMap;
import java.util.Map;

public class Solution {
    public String[] findRelativeRanks(int[] score) {
        int n = score.length;
        
        // Create a copy of the score array and sort it in descending order
        int[] sortedScore = Arrays.copyOf(score, n);
        Arrays.sort(sortedScore);
        
        // Create a map to store the rank of each athlete based on their score
        Map<Integer, String> rankMap = new HashMap<>();
        for (int i = 0; i < n; i++) {
            if (i == n - 1) {
                rankMap.put(sortedScore[i], ""Gold Medal"");
            } else if (i == n - 2) {
                rankMap.put(sortedScore[i], ""Silver Medal"");
            } else if (i == n - 3) {
                rankMap.put(sortedScore[i], ""Bronze Medal"");
            } else {
                rankMap.put(sortedScore[i], String.valueOf(n - i));
            }
        }
        
        // Assign ranks to each athlete based on the map
        String[] result = new String[n];
        for (int i = 0; i < n; i++) {
            result[i] = rankMap.get(score[i]);
        }
        
        return result;
    }
}
",0
"class Solution {
    public String convertToBase7(int num) {
        if(num==0) return ""0"";
        String ans = """";
        boolean negative = false;
        if(num<0){ 
            negative = true; 
            num=Math.abs(num);
        }
        while(num!=0){
            int mod = num%7;
            ans+=(char)(mod+'0');
            num=num/7;
        }
        ans = reverse(ans);
        if(negative) ans='-'+ans;
        return ans;
    }
    public String reverse(String str){
        String s = """";
        for(int i=str.length()-1;i>=0;i--){
            s+=str.charAt(i);
        }
        return s;
    }
}",0
"class Solution {
    public String licenseKeyFormatting(String word, int k) {

        word = word.replaceAll(""-"","""").toUpperCase();

        for(int index = word.length() -k ; index > 0 ; index = index - k) {
            word = word.substring(0,index ) + ""-"" + word.substring(index);
        }
        return word;
    }
}",0
"class Solution {
    public int findComplement(int num) {
        int n = num;
        int k=0;    //bits
        while(n>0){
            k++;
            n>>=1;
        }
        int mask = (1<<k)-1;
        return num^mask;
    }
}",0
"int k = 0, l = 0;
        for (int i = 0; i <= nums.length-1; i++) {
            if (nums[i] == 1) {
                k++;
                if ((i == nums.length - 1) && k > l)
                    return k;
            } else if (k > l) {
                l = k;
                k = 0;
            } else k = 0;
        }
        return l;",0
"class Solution {
    public int hammingDistance(int x, int y) {
        int z=x^y;
        int c=0;
        while(z!=0)
        {
            c++;
           z=z&(z-1);
        }
        return c;
    }
}",0
"/**
 * Definition for a binary tree node.
 * public class TreeNode {
 *     int val;
 *     TreeNode left;
 *     TreeNode right;
 *     TreeNode() {}
 *     TreeNode(int val) { this.val = val; }
 *     TreeNode(int val, TreeNode left, TreeNode right) {
 *         this.val = val;
 *         this.left = left;
 *         this.right = right;
 *     }
 * }
 */
class Solution {
    public TreeNode insertIntoMaxTree(TreeNode root, int val) {
        if(root==null){
            TreeNode newNode=new TreeNode(val);
            return newNode;
        }
        if(root.val < val) return new TreeNode(val, root, null);
        root.right = insertIntoMaxTree(root.right, val);
        return root;
    }
}",0
"class Solution {
    public int findTilt(TreeNode root) {
        int arr[] = {0};
        helper(root,arr);
        return arr[0];
    }
    public int helper(TreeNode root,int[] arr){
        if(root == null){
            return 0;
        }
        if(root.left == null && root.right == null){
            return root.val;
        }
        int x = helper(root.left,arr);
        int y = helper(root.right,arr);
        arr[0] += Math.abs(x-y);
        return root.val + x + y;
    }
}",0
"/**
 * Definition for a binary tree node.
 * public class TreeNode {
 *     int val;
 *     TreeNode left;
 *     TreeNode right;
 *     TreeNode() {}
 *     TreeNode(int val) { this.val = val; }
 *     TreeNode(int val, TreeNode left, TreeNode right) {
 *         this.val = val;
 *         this.left = left;
 *         this.right = right;
 *     }
 * }
 */
class Solution {
    public boolean isUnivalTree(TreeNode root) {
        if(root == null) return true;
        if(root.left != null && root.left.val != root.val)
            return false;
        if(root.right != null && root.right.val != root.val)
            return false;
        return (isUnivalTree(root.left) && isUnivalTree(root.right));
    }
}",0
"/**
 * Definition for a binary tree node.
 * public class TreeNode {
 *     int val;
 *     TreeNode left;
 *     TreeNode right;
 *     TreeNode() {}
 *     TreeNode(int val) { this.val = val; }
 *     TreeNode(int val, TreeNode left, TreeNode right) {
 *         this.val = val;
 *         this.left = left;
 *         this.right = right;
 *     }
 * }
 */
class Solution {
    int global_ans = 0;
    public int diameterOfBinaryTree(TreeNode root) {
        int ans = 0;
        if(root.right != null) ans += get_len( root.right) ;
        if(root.left != null) ans += get_len( root.left);
        
        return Math.max(global_ans, ans);
    }

    public int get_len( TreeNode root){

        int x = 0;
        int y = 0;
        if(root.right != null) x = get_len(root.right);
        if(root.left != null) y = get_len(root.left);

        global_ans = Math.max( global_ans, x+y);

        return Math.max(x , y) + 1;
    }
}",0
"class Solution {
    public List<Double> averageOfLevels(TreeNode root) {
        List<Double> ans = new ArrayList<>();
        if(root == null){
            return ans;
        }
        Queue<TreeNode> q = new LinkedList<>();
        q.offer(root);
        
        while(!q.isEmpty()){
            int size = q.size();
            long sum = 0l;
            for(int i=0;i<size;i++){
                TreeNode temp = q.poll();
                sum += temp.val;
                if(temp.left != null) q.offer(temp.left);
                if(temp.right != null) q.offer(temp.right);
            }
            double avg = (double)sum / size;
            ans.add(avg);
        }
        return ans;
    }
}",0
"public boolean isCousins(TreeNode root, int x, int y)
    {
        int sum=0;
        Queue<TreeNode> queue=new ArrayDeque<>();
        queue.offer(root);
        while (!queue.isEmpty())
        {
            int count=queue.size();
            for (int i = 0; i < count; i++)
            {
                TreeNode cur=queue.poll();
                if ((cur.left!=null && cur.right!=null) && (cur.left.val==x && cur.right.val==y || cur.left.val==y && cur.right.val==x))
                    return false;
                if (cur.val == x || cur.val == y)
                    sum++;
                if (cur.left!=null)
                    queue.offer(cur.left);
                if (cur.right!=null)
                    queue.offer(cur.right);
            }
            if (sum==2)
                return true;
            sum=0;
        }
        return false;
    }",0
"class Solution {
    public int lastStoneWeight(int[] stones) {
        for(int i=0;i<stones.length-1;i++){
            Arrays.sort(stones);
            int x = stones[stones.length-2];
            int y = stones[stones.length-1];
            if(x==y){
                stones[stones.length-2] = 0;
                stones[stones.length-1] = 0;
            }
            else{
                stones[stones.length-2] = 0;
                stones[stones.length-1] = y-x;
            }
        }
        return stones[stones.length-1];
    }
}",0
"class Solution {
    public int[] nextGreaterElement(int[] nums1, int[] nums2) {
// Basically getting values of next great integer for Nums2 Array
         Stack<Integer> stack=new Stack<>();
        int[]ans=new int[nums1.length];
        int[] temp=new int[nums2.length];
        for (int i =nums2.length-1; i >=0; i--) {
            while (!stack.isEmpty() && stack.peek()<=nums2[i]){
                stack.pop();
            }
            if (i>=0){
                if (!stack.isEmpty()){
                    temp[i]=stack.peek();
                }else {
                    temp[i]=-1;
                }
                stack.push(nums2[i]);
            }
        }
// Since we are required for Nums1 Just map the Elements & return ans
        for (int i = 0; i < nums1.length; i++) {
            for (int j = 0; j < nums2.length ; j++) {
                if (nums1[i]==nums2[j]){
                    ans[i]=temp[j];
                }
            }
        }
        return ans;
    }
}",0
"class Solution {
    public String[] findWords(String[] words) {
        String r1 = ""qwertyuiopQWERTYUIOP"";
        String r2 = ""asdfghjklASDFGHJKL"";
        String r3 = ""zxcvbnmZXCVBNM"";

        List<String> result = new ArrayList<>();
        for (int i = 0; i < words.length; i++) {
            boolean inRow1 = true, inRow2 = true, inRow3 = true;

            for (int j = 0; j < words[i].length(); j++) {
                char c = words[i].charAt(j);

                if (!r1.contains(String.valueOf(c))) {
                    inRow1 = false;
                }

                if (!r2.contains(String.valueOf(c))) {
                    inRow2 = false;
                }

                if (!r3.contains(String.valueOf(c))) {
                    inRow3 = false;
                }
            }

            if (inRow1 || inRow2 || inRow3) {
                result.add(words[i]);
            }
        }
        String[] s = result.toArray(new String[0]);
        return s;
    }
}",0
"public class Solution {
    public int findLUSlength(String a, String b) {
        if (a.equals(b))
            return -1;
        return Math.max(a.length(), b.length());
    }
}",0
"class Solution {
    public int fib(int n) 
    {
    // case 1: if n is 0 return zero
    if(n == 0){
        return 0;
    }
    // Create a list 
     List<Integer> list = new ArrayList<>();
    // Add 0 & 1 as they will help you getting the next 3rd element and from there
    // you can continue to add n-1'th element with n-2'th element
     list.add(0);
     list.add(1);
     // Initializing count with 1 as 0 + 1 = 1 
     int count = 1;
     while(count != n){
         // ex: n = 4 then list will add 2'nd and 3'rd element to generate 4th
         list.add(list.get(list.size()-1)+list.get(list.size()-2));
         count++;
     }
     // Return the last most element of the list
     return list.get(list.size()-1);
    }
}",0
"class Solution {
    public boolean detectCapitalUse(String word) {
        int first_char=0,count=0;
        if(Character.isUpperCase(word.charAt(0)))
           first_char++; 
// if the first character is in uppercase i.e capital then first_count will increase by 1, this will be later used as a condition to check for first character of word whether it is capital or not.
       for(int i=0;i<word.length();i++)
       {
           if(Character.isUpperCase(word.charAt(i)))
           count++;// increases by 1 as it gets characters in uppercase i.e to check if all the letters in word are in capital.
      }
     
       if(count==1&&first_char==1||count==word.length()||count==0)
       {
          return true;
       }
// [count==1&&first_char==1] --> condition for words like ""Google, Leetcode"".
//[count==word.length()] --> condition for words like ""USA,HELLO"".
//[count==0] --> condition for words like ""leetcode, hello"".
        return false;       
       
    }
}",0
"class Solution {
    public String toLowerCase(String s) {

        char [] res = s.toCharArray();
        for( int i=0; i<s.length();i++){
            if(s.charAt(i)>=65 && s.charAt(i) <=90){
                res[i]=(char)(s.charAt(i)+32);
            }
        }
        
        return new String (res);
    }
}",0
"class Solution {
    public int countBinarySubstrings(String s) {
        int ans = 0,c=1,p=0;
        for(int i=1; i<s.length(); i++){
            if (s.charAt(i)==s.charAt(i-1)){
                c++;
            }
            else{
                ans += Math.min(c,p);
                p = c;
                c=1; 
            }
        }
        ans += Math.min(c,p);
        return ans;
    }
}",0
"class Solution {
    public int numJewelsInStones(String jewels, String stones) {
        Set<Character> characterSet = new HashSet<>();
        for (int i = 0; i < jewels.length(); i++) {
            characterSet.add(jewels.charAt(i));
        }

        int result = 0;
        char[] chars = stones.toCharArray();
        for (char aChar : chars) {
            if (characterSet.contains(aChar)) {
                result++;
            }
        }

        return result;
    }
}",0
"class Solution {
    public boolean checkRecord(String s) {
        int count = 0;

        for(char c : s.toCharArray())
           if(c == 'A')
             count++;

        return !s.contains(""LLL"") && count < 2;
    }
}",0
"class Solution {
    public int[] sortArrayByParity(int[] nums) {
        int x=0,y=nums.length-1;
        while(x<y)
        {
            if(nums[x]%2==0)
            {
                x++;
            }
            if(nums[y]%2!=0)
            {
                y--;
            }
            if(nums[x]%2!=0 && nums[y]%2==0 && x<y)
            {
                int t=nums[x];
                nums[x]=nums[y];
                nums[y]=t;
                x++;
                y--;
            }
        }
        return nums;
        
    }
}",0
"class Solution {
    public char nextGreatestLetter(char[] letters, char target) {
        int low=0,high=letters.length-1;

        while(low<=high)
        {
            int mid=(low+high)/2;
            if(letters[mid]>target)
                high=mid-1;
            else
                low=mid+1;
        }
        if (low==letters.length)
            return letters[0];
        return letters[low];
        
    }
}",0
"class Solution {
    public int calPoints(String[] ops) {
        int[] record= new int[1000];
        int j=0;
        int sum=0;
        for(int i=0; i<ops.length; i++)
        {
            switch(ops[i])
            {
                case ""+"":
                    j++;
                    record[j]=record[j-1]+record[j-2];  
                    break;
                
                case ""C"":
                    record[j]=0;
                    j--;
                    break;
                    
                case ""D"":
                    j++;
                    record[j]=record[j-1]*2;
                    break;
                
                default:
                    j++;
                    record[j]=Integer.valueOf(ops[i]);
                    break;
            }
        }
        for(int k=0; k<record.length;k++)
        {
            sum+=record[k];
        }
        return sum;
    }
}",0
"class Solution {
    public int arrayPairSum(int[] nums) {
        int temp[] = new int[20001];
        for(int i: nums){
            temp[i+10000]++;
        }
        int sum=0 , p=0;
        for(int i=0; i<20001; i++){
            if(temp[i]==0) continue;
            while(temp[i]!=0){
                if(p%2==0){
                    sum+=(i-10000);
                }
                p++;
                temp[i]--;
            }
        }
        return sum;


//    Another solutions 

        // int max = 0;
        // Arrays.sort(nums);
        // for(int i = 0; i<nums.length; i = i+2){
        //     max = max + Math.min(nums[i],nums[i+1]);
        // }
        // return max;
    }
}",0
"class Solution {
    public int pivotIndex(int[] nums) {
        int totalSum=0;
        int leftSum=0;
        
        //loop for calculating totalSum
        for(int i=0;i<nums.length;i++){
            totalSum+=nums[i];
        }
        
        //loop for checking if left sum is equal to right sum(totalSum - leftSum is rightSum)
        // note: we will be excluding the current index element(nums[i]) from  calculation
        for(int i=0;i<nums.length;i++){
            
            if((totalSum-leftSum-nums[i])==leftSum){
                
                return i;
            }
            
            leftSum+=nums[i];
        }
        return -1;
        
    }
}",0
"class Solution {
    public boolean judgeCircle(String moves) {
        char[] arr = new char[moves.length()];
        arr = moves.toCharArray();
        int[] arr2 = {0,0};
        for(int i=0;i<arr.length;i++) {
            if(arr[i]=='U') {
                arr2[1]++;
            }
            else if(arr[i]=='D') {
                arr2[1]--;
            }
            else if(arr[i]=='R') {
                arr2[0]++;
            }
            else if(arr[i]=='L') {
                arr2[0]--;
            }
        }
        int[] ar = {0,0};
        boolean ans=false;
        for(int i=0;i<arr2.length;i++) {
            if(ar[i]==arr2[i]) {
                ans=true;
            }
            else {
                ans=false;
                break;
            }
        }
        return ans;
    }
}",0
"class Solution {
    public int[][] imageSmoother(int[][] arr) {
        int n=arr.length;
        int m=arr[0].length;
        int arr2[][]=new int[n][m];
        for(int i=0;i<n;i++){
            for(int j=0;j<m;j++){
                int sum=arr[i][j];
                int c=1;
                
                if(j-1>=0){
                    sum=sum+arr[i][j-1];
                    c++;
                    if(i-1>=0){
                        sum=sum+arr[i-1][j-1];
                        c++;
                    }
                }
                if(j+1<m){
                    sum=sum+arr[i][j+1];
                    c++;
                    if(i+1<n){
                        sum=sum+arr[i+1][j+1];
                        c++;
                    }
                }
                if(i-1>=0){
                    sum=sum+arr[i-1][j];
                    c++;
                    if(j+1<m){
                        sum=sum+arr[i-1][j+1];
                        c++;
                    }
                }
                if(i+1<n){
                    sum=sum+arr[i+1][j];
                    c++;
                    if(j-1>=0){
                        sum=sum+arr[i+1][j-1];
                        c++;
                    }
                }
                arr2[i][j]=sum/c;
            }
        }
        return arr2;
    }
}",0
"class Solution {
    public int search(int[] nums, int target) {
        int start = 0; 
        int end = nums.length-1;

        while(start <= end){
            int mid = start+(end - start)/2;
            if(nums[mid] == target){
                return mid;
            }else if(nums[mid] < target){
                start = mid+1;
            }  else {
                end = mid-1;
            }
        }
        return -1;
    }
}",0
"/**
 * Definition for a binary tree node.
 * public class TreeNode {
 *     int val;
 *     TreeNode left;
 *     TreeNode right;
 *     TreeNode() {}
 *     TreeNode(int val) { this.val = val; }
 *     TreeNode(int val, TreeNode left, TreeNode right) {
 *         this.val = val;
 *         this.left = left;
 *         this.right = right;
 *     }
 * }
 */
class Solution {
    public TreeNode searchBST(TreeNode root, int val) {
        TreeNode nodd=null;
        while(true){
            if(root==null){
                break;
            }
            else if(root.val==val){
                nodd=root;
                break;
            }
            else if(val>root.val){
                root=root.right;
            }
            else{
                root=root.left;
            }
        }
        return nodd;
    }
}",0
"import java.util.ArrayList;
import java.util.List;

class Solution {
    public List<List<Integer>> largeGroupPositions(String s) {
        List<List<Integer>> ans = new ArrayList<>();
        int n = s.length(), current = 0, c = s.charAt(0);
        for (int i = 1; i < n; i++) {
            if (s.charAt(i) != c) {
                int x = i - current;
                if (x >= 3) {
                    ans.add(List.of(current, i - 1));
                }
                current = i;
                c = s.charAt(i);
            }
        }
        if (n - current >= 3) {
            ans.add(List.of(current, n - 1));
        }
        return ans;
    }
}",0
"class Solution {

    public boolean isOneBitCharacter(int[] bits) {
        int i = 0;
        int last = bits.length - 1;

        while (i < last) {
            if (bits[i] == 1) {
                i += 2;
            } else {
                i += 1;
            }
        }
        
        return i == last;
    }
}",0
"class Solution {
    public boolean isRectangleOverlap(int[] rec1, int[] rec2) {
        if(rec1[2]<=rec2[0]||rec1[3]<=rec2[1]||rec2[2]<=rec1[0]||rec2[3]<=rec1[1]) return false;
        System.gc();
        return true;
    }
}",0
"class Solution {
    public boolean lemonadeChange(int[] bills) {
        int five=0;
        int ten=0;
        for(int i=0;i<bills.length;i++){
            if(bills[i]==5){
                five+=5;
            }
            else if(bills[i]==10){
                if(five>=5){
                    five-=5;
                    ten+=10;
                }
                else{
                    return false;
                }
            }
            else{
                if(five>=5 && ten>=10){
                    five-=5;
                    ten-=10;
                }
                else if(five>=15){
                    five-=15;
                }
                else {
                    return false;
                }
            }
        }
        return true;
    }
}",0
"class Solution {
    public int findLengthOfLCIS(int[] nums) {
        if(nums.length==1) return 1;
        int l=0,r=1,maxLength=1;
        while(r<nums.length){
            if(nums[r]>nums[r-1]){
                if(r-l+1>maxLength) maxLength=r-l+1;
            }else{
                l=r;
            }
            r++;
        }
        return maxLength;
    }
}",0
"class Solution {
    public int[][] matrixReshape(int[][] mat, int r, int c) {
        int n = mat.length , m = mat[0].length;
        int arr[][] = new int[r][c];
        if(m*n != r*c) return mat;
        for(int i = 0; i < c*r; i++){
            arr[i/c][i%c] = mat[i/m][i%m];
        }
        return arr;
    }
}",0
"class Solution {
    public int[] numberOfLines(int[] widths, String s) {
        int[] arr = new int[2];
        int x = 1;
        int sum = 0;
        for(char c : s.toCharArray()){
            int char_width = widths[c - 'a'];
            if(char_width + sum > 100){
                x++;
                sum = 0;
            }
            sum += char_width;            
        }
        arr[0] = x;
        arr[1] = sum;
        return arr;
    }
}",0
"class Solution {
    public void frequencyCount(String s,int[] temp){
        for(int i = 0;i<s.length();i++)
            temp[s.charAt(i)-'a']++;
    }
    public boolean check(int[] fre,int[] temp){
        for(int i = 0;i<26;i++){
            if(temp[i]>fre[i])return false;
        }
        return true;
    }
    public int countCharacters(String[] words, String chars) {
        int[] fre = new int[26];
        for(int i = 0;i<chars.length();i++)
            fre[chars.charAt(i)-'a']++;
        int ans = 0;
        for(int i = 0;i<words.length;i++){
            int[] temp = new int[26];
            frequencyCount(words[i],temp);
            if(check(fre,temp))ans+=words[i].length();
        }
        return ans;
    }
}",0
"
class Solution {
    public int dominantIndex(int[] nums) {
        int max = Integer.MIN_VALUE;
        for(int i : nums){
            max = Math.max(i,max);
        }
        int pos = 0;
        for(int x = 0; x < nums.length; x++){
            if (nums[x] == max) pos = x;
            int twice = nums[x] * 2;
            if(twice > max && nums[x] != max) return -1;
        }
        return pos;
    }
}",0
"class Solution {
    public boolean validPalindrome(String s) {
        return util1(s);
    }
    public boolean util1(String str) {
        int i = 0, j = str.length() - 1;
        while (i <= j) {
            if (str.charAt(i) == str.charAt(j)) {
                i++;
                j--;
            } else {
                return func(str, i + 1, j) || func(str, i, j - 1);
            }
        }
        return true;
    }

    public boolean func(String str, int i, int j) {
        while (i <= j) {
            if (str.charAt(i) != str.charAt(j)) {
                return false;
            }
            i++;
            j--;
        }
        return true;
    }
}",0
"class Solution {
    public String[] uncommonFromSentences(String s1, String s2) {
       HashMap<String,Integer> map = new HashMap<>();
        String words1[] = s1.split("" "");
        String words2[] = s2.split("" "");
        for(String word:words1){
            map.put(word,map.getOrDefault(word,0)+1);
        }
        for(String word:words2){
            map.put(word,map.getOrDefault(word,0)+1);
        }
        List<String> result = new ArrayList<>();
        for(String i:map.keySet()){
            if(map.getOrDefault(i,0) == 1){
                result.add(i);
            }
        }
        String[] arr = new String[result.size()];
        for(int i=0;i<arr.length;i++){
            arr[i] = result.get(i);
        }
        return arr;
        
    }
}",0
"class MyHashSet {
    ArrayList<Integer> list;
    public MyHashSet() {
        list = new ArrayList<>();
    }
    
    public void add(int key) {
        if(!list.contains(key)) list.add(key);
    }
    
    public void remove(int key) {
        if(list.contains(key)) list.remove(Integer.valueOf(key));
    }
    
    public boolean contains(int key) {
        return list.contains(key);
    }
}

/**
 * Your MyHashSet object will be instantiated and called as such:
 * MyHashSet obj = new MyHashSet();
 * obj.add(key);
 * obj.remove(key);
 * boolean param_3 = obj.contains(key);
 */",0
"class Solution {
    public String removeOuterParentheses(String s) {
        StringBuilder ans=new StringBuilder();
        int count=0;
         for(int i=0; i<s.length(); i++)
        {
            if(s.charAt(i)=='('){
                if(count>0){
                    ans.append(s.charAt(i));
                }
                count++;
            }
            else if(s.charAt(i)==')'){
                count--;
                if(count>0) ans.append(s.charAt(i));
            }
        }
        return ans.toString();
    }
    }",0
"class Solution {
    public int[] fairCandySwap(int[] aliceSizes, int[] bobSizes) {
        
        int aliceCandies = calcTotalCandies(aliceSizes);
        int bobCandies = calcTotalCandies(bobSizes);

        int difference = (aliceCandies-bobCandies)/2;

        for(int i=0; i<aliceSizes.length; i++){
            for(int j=0; j<bobSizes.length; j++){
                if(aliceSizes[i]-bobSizes[j] == difference){
                    return new int[]{aliceSizes[i],bobSizes[j]};
                }
            }
        }

        return null;
    }

    private int calcTotalCandies(int[] arr){
        int candies = 0;
        for(int i=0; i<arr.length; i++){
            candies+=arr[i];
        }
        return candies;
    }
}",0
"class Solution {
    public String convert(String s, int numRows) {
        if(numRows==1)
        {
            return s;
        }
        StringBuilder str = new StringBuilder();
            int n= s.length();
            int k= 2*(numRows -1);
        for(int i=0;i<numRows;i++)
        {
            int index = i;
          while(index < n){
                 str.append(s.charAt(index));
                 if(i!=0 && i!=numRows-1)
                 {
                     int k1 = k-(2*i);
                     int k2 = index + k1;
                  if(k2<n) 
                  {
                      str.append(s.charAt(k2));
                  }   
                 }
              index = index + k;   
          }  
        }     
        return str.toString();
    }
}",0
"class Solution {
    public int reverse(int x) {
        long rev = 0;
        while (x != 0) {
            int n = x % 10;
            rev = rev * 10 + n;
            x = x / 10;
        }
        if (rev > Integer.MAX_VALUE || rev < Integer.MIN_VALUE) {
            return 0;
        }
        else{
            return (int) rev;
        }
    }
}",0
"public class Solution {

    public String longestPalindrome(String s) {
        if (s.length() == 0) {
            return """";
        }
                //Dp array for substring palindrome
        boolean[][] dp = new boolean[s.length()][s.length()];
        int start = 0, end = 0;

        for (int i = 0; i < s.length(); ++i) {
            for (int j = i; j >= 0; --j) {
                boolean startEqEnd = s.charAt(j) == s.charAt(i);

                if (i == j) {
                    //If the same char: 'a' is palindrome
                    dp[i][j] = true;
                } else if (i - j == 1) {
                    //If length 2: 'ab' is palindrome when 'a' == 'b'
                    dp[i][j] = startEqEnd;
                } else if (startEqEnd && dp[i - 1][j + 1]) {
                    //Otherwise: string is palindrome if s(i) == s(j) and substring s(j + 1, i - 1) is palindrome
                    dp[i][j] = true;
                }

                if (dp[i][j] && i - j > end - start ) {
                    end = i;
                    start = j;
                }
            }
        }

        return s.substring(start, end + 1);
    }
}",0
"class Solution {
public int maxArea(int[] height) {
    int max=0,l=0,r=height.length-1,ar;
    while(l<r)
    {
        if(height[r]<height[l])
        {
            ar=(r-l)*(height[r]);
            r--;
        }
        else
        {
            ar=(r-l)*(height[l]);
            l++;
        }
        max=Math.max(max,ar);
        
    }
    return max;
    
}
}",0
"// Top-Down Memoization

// Time complexity: O(m*n)
// Space complexity: O(m*n)

Map<String, Boolean> memo = new HashMap<>();

public boolean isMatch(String s, String p) {
return dfs(s, p, 0, 0);
}

private boolean dfs(String s, String p, int i, int j) {
String key = i + ""_"" + j;

if (memo.containsKey(key))
return memo.get(key);

if (i >= s.length() && j >= p.length())
return true;

if (j >= p.length())
return false;

boolean isMatch = i < s.length() && (s.charAt(i) == p.charAt(j) || p.charAt(j) == '.');

if (j + 1 < p.length() && p.charAt(j + 1) == '*') {
memo.put(key, dfs(s, p, i, j + 2) || (isMatch && dfs(s, p, i + 1, j)));
return memo.get(key);
}

if (isMatch) {
memo.put(key, dfs(s, p, i + 1, j + 1));
return memo.get(key);
}

memo.put(key, false);

return false;
}",0
"class Solution {
    public String intToRoman(int num) {
        String units[]={"""",""I"",""II"",""III"",""IV"",""V"",""VI"",""VII"",""VIII"",""IX""};
        String tens[]={"""",""X"",""XX"",""XXX"",""XL"",""L"",""LX"",""LXX"",""LXXX"",""XC""};
        String hundreds[]={"""",""C"",""CC"",""CCC"",""CD"",""D"",""DC"",""DCC"",""DCCC"",""CM""};
        String thousands[]={"""",""M"",""MM"",""MMM""};
        
        return thousands[num/1000]+
                hundreds[(num%1000)/100]+
                tens[(num%100)/10]+
                units[num%10];
    }
}",0
